created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 20:21:09 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.4666666666666666,0.6666666666666666,en,0,,YourWorldEvent1,22,1216,,"[{'text': 'SouthAfrica', 'indices': [88, 100]}, {'text': 'Army', 'indices': [101, 106]}, {'text': 'Medics', 'indices': [107, 114]}]",[],Germany
Fri Jun 18 20:21:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,0,,mturg1989,454,2011,,[],"[{'screen_name': 'SKGov', 'name': 'Government of Saskatchewan', 'id': 281756281, 'id_str': '281756281', 'indices': [100, 106]}]","Winnipeg, Manitoba"
Fri Jun 18 20:21:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Families who have been displaced from their homes have even less protection against #covid19. #Africa is on the brink of a third wave. #G7 leaders must follow through on their promise of donating 1bn #vaccines - immediately. https://t.co/CaURHKxXU3,0.1,0.4,en,5,4.0,JimBobReturns,2614,4838,,"[{'text': 'covid19', 'indices': [100, 108]}, {'text': 'Africa', 'indices': [110, 117]}]","[{'screen_name': 'ShelterBox', 'name': 'ShelterBox', 'id': 24688485, 'id_str': '24688485', 'indices': [3, 14]}]",
Fri Jun 18 20:21:42 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.3,0.7222222222222222,en,1,1.0,RahbeeMolefe,2331,2015,,[],"[{'screen_name': 'Tswana_Guy3', 'name': 'CHAMPIONS OF EUROPE 🏆💙', 'id': 998947458, 'id_str': '998947458', 'indices': [3, 15]}]",Krugersdorp/Sandton
Fri Jun 18 20:21:46 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Beware of the false prophets (Profits) of this Pandemic. Dr Eric Feigl-Ding says: 1% of kids in with #DeltaVarient are hospitalized in the UK. Yet, the latest UK BMJ journal refutes this saying ""The number of children in the Hospital with Covid remains very low"" -June 13th. https://t.co/0eX5bduNvo",0.08611111111111111,0.19722222222222224,en,17,3.0,maryfbex,51,1072,,"[{'text': 'DeltaVarient', 'indices': [122, 135]}]","[{'screen_name': 'LukeMor19529310', 'name': 'Zinc & Vitamin D3 | COVID-19 Game Changers', 'id': 1233443273118756864, 'id_str': '1233443273118756864', 'indices': [3, 19]}]",
Fri Jun 18 20:21:53 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/2PAtFYkyUZ https://t.co/WcVq32s9WD",0.4375,0.2833333333333333,en,571,376.0,deRbYdaStuntMaN,896,867,,[],"[{'screen_name': 'RealJoelSmalley', 'name': 'Joel Smalley 🌸', 'id': 1086212368575680512, 'id_str': '1086212368575680512', 'indices': [3, 19]}]",Earth
Fri Jun 18 20:21:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.125,0.325,en,39,32.0,Pandy_Ru,4077,775,,"[{'text': 'coronavirus', 'indices': [51, 63]}]","[{'screen_name': 'SABCNews', 'name': 'SABC News', 'id': 25088746, 'id_str': '25088746', 'indices': [3, 12]}]",South Africa
Fri Jun 18 20:21:58 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","**BIG NEWS**: Up to 25,800 may have been killed by the COVID vaccine.  I bet that this is a lower bound on the number killed by the ""safe and effective"" vaccines. Why isn't anyone at the CDC or FDA warning the American public of the danger in the meantime??https://t.co/105gLDEAmQ",0.09375,0.28125,en,794,449.0,JohnMarcmail,3033,4996,,[],"[{'screen_name': 'stkirsch', 'name': 'Steve Kirsch', 'id': 37491797, 'id_str': '37491797', 'indices': [3, 12]}]",UK
Fri Jun 18 20:22:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.16666666666666666,0.18888888888888888,en,0,,PuneUpdater,88,0,,[],[],
Fri Jun 18 20:22:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,-0.3909090909090909,0.6886363636363637,en,0,,PuneUpdater,88,0,,[],[],
Fri Jun 18 20:22:14 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","""Can I be fired if I don’t get vaccinated?"" 

""Can I ask my employee to get vaccinated?"" 

These were some questions people around me were debating, so I asked experts about #vaccines and the workplace: https://t.co/KEglIrEPWB #COVID19 @TorontoStar",0.13333333333333333,0.45555555555555555,en,17,9.0,theresaboyle,22394,3673,,[],"[{'screen_name': 'joannachiu', 'name': 'Joanna Chiu', 'id': 98077302, 'id_str': '98077302', 'indices': [3, 14]}]","Toronto, Ontario, Canada"
Fri Jun 18 20:22:21 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.14017857142857143,0.5526785714285715,en,0,,SaveTheWorldSa1,388,556,,"[{'text': 'MinisterHealth', 'indices': [25, 40]}, {'text': 'Covid19', 'indices': [50, 58]}]","[{'screen_name': 'City_Press', 'name': 'City Press', 'id': 44310665, 'id_str': '44310665', 'indices': [0, 11]}, {'screen_name': 'SwedishPM', 'name': 'SwedishPM', 'id': 747426555417198592, 'id_str': '747426555417198592', 'indices': [79, 89]}, {'screen_name': 'FinlandUN', 'name': ""Finland's Mission to the UN 🇫🇮🇺🇳"", 'id': 820527488, 'id_str': '820527488', 'indices': [90, 100]}, {'screen_name': 'RTErdogan', 'name': 'Recep Tayyip Erdoğan', 'id': 68034431, 'id_str': '68034431', 'indices': [101, 111]}]",
Fri Jun 18 20:22:25 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",0.5083333333333333,0.7833333333333333,en,60,22.0,KingOfWrong,4203,4410,,[],"[{'screen_name': 'Artemis2030', 'name': 'Artemis 2030 🇦🇺', 'id': 1327857595558756352, 'id_str': '1327857595558756352', 'indices': [3, 15]}]",City of London
Fri Jun 18 20:22:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Africa is in the midst of a full-blown third wave,"" @MoetiTshidi said. ""The sobering trajectory of surging cases should draw everyone to urgent action. 

“We've seen, in India and elsewhere, how quickly Covid-19 can rebound and overwhelm health systems""
https://t.co/CemRZeIDYr",0.25,0.25,en,279,254.0,Kenecia__,158,368,,[],"[{'screen_name': 'TelGlobalHealth', 'name': 'Telegraph Global Health Security', 'id': 1149218984346230784, 'id_str': '1149218984346230784', 'indices': [3, 19]}, {'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [74, 86]}]",
Fri Jun 18 20:22:40 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",0.13333333333333333,0.45555555555555555,en,150,94.0,CatherineZhang,414,1232,,"[{'text': 'COVID19', 'indices': [26, 34]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}]",
Fri Jun 18 20:22:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Tonight, we reached the 200,000 💉mark, as another 20,000 #COVID19 vaccines touched down in Nadi. These form part of the 1 million committed safe &amp; effective 🇦🇺-made #AstraZeneca vaccines to our 🇫🇯 #vuvale. Vinaka to all who help make this happen. #TeamFiji #TogetherWeCan https://t.co/toWWBoloGB",0.09375,0.28125,en,254,64.0,nasawanakid,19,501,,"[{'text': 'COVID19', 'indices': [70, 78]}]","[{'screen_name': 'AusHCFJ', 'name': 'John Feakes', 'id': 958100933187059712, 'id_str': '958100933187059712', 'indices': [3, 11]}]",Savusavu  Fiji
Fri Jun 18 20:22:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",0.7,0.6000000000000001,en,61,23.0,jacoslapbass,213,1333,,[],"[{'screen_name': 'Artemis2030', 'name': 'Artemis 2030 🇦🇺', 'id': 1327857595558756352, 'id_str': '1327857595558756352', 'indices': [3, 15]}]",
Fri Jun 18 20:23:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.7,0.6000000000000001,en,135,119.0,SfpLouise,2838,5005,,[],"[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [3, 15]}]","South West, England"
Fri Jun 18 20:23:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",-0.3909090909090909,0.6886363636363637,en,393,191.0,AlisonCarrick1,954,1450,,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]",European Union
Fri Jun 18 20:23:11 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.20727272727272728,0.5709090909090909,en,394,192.0,SfpLouise,2838,5005,,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]","South West, England"
Fri Jun 18 20:23:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.21233766233766233,0.43636363636363634,en,72,59.0,HesperusThinks,388,848,,"[{'text': 'COVID19', 'indices': [120, 128]}]","[{'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [3, 11]}]",
Fri Jun 18 20:23:27 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","👇👇👇

""People are free to believe that #COVID19 is a hoax, and to argue that vaccines are a plot...but there is no constitutional right to put other people’s health at risk. As such, there are places where you should not work unless you are vaccinated.""

https://t.co/xiVWoCtRfP",0.16666666666666663,0.5333333333333333,en,214,46.0,LeslieMaggie,4351,4968,,"[{'text': 'COVID19', 'indices': [55, 63]}]","[{'screen_name': 'NathanStall', 'name': 'Nathan Stall', 'id': 936078120, 'id_str': '936078120', 'indices': [3, 15]}]",
Fri Jun 18 20:23:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.5083333333333333,0.7833333333333333,en,180,116.0,professor_hess,117,948,,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",san diego via phila
Fri Jun 18 20:23:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.06666666666666667,0.43,en,1,2.0,Augo_TheDuchess,864,257,,[],"[{'screen_name': 'MissMaleka', 'name': 'Old Soul', 'id': 354226921, 'id_str': '354226921', 'indices': [3, 14]}]","Pretoria, South Africa"
Fri Jun 18 20:23:40 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.0,0.06666666666666667,en,394,193.0,HesperusThinks,388,848,,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]",
Fri Jun 18 20:24:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.35000000000000003,0.8666666666666667,en,0,,QueenoftheBB,1926,2442,,"[{'text': 'Covid19', 'indices': [39, 47]}, {'text': 'NovaScotia', 'indices': [60, 71]}]",[],"Halifax, Nova Scotia"
Fri Jun 18 20:24:28 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.6,en,0,,Gold_Dana,717,1460,,[],[],"Toronto, Ontario"
Fri Jun 18 20:24:32 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.1875,0.4375,en,57,12.0,JustTumoMaqala,2255,2489,,[],"[{'screen_name': 'Givenkazeni', 'name': 'le’Giza', 'id': 785841458154770432, 'id_str': '785841458154770432', 'indices': [3, 15]}]",Bloemfontein
Fri Jun 18 20:24:39 +0000 2021,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",,0.0,0.06666666666666667,en,0,,News_Centric1,12,5,,[],[],Nigeria
Fri Jun 18 20:24:39 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.3715909090909091,0.521969696969697,en,810,269.0,Gmaontherun,138,371,,"[{'text': 'WeCanDoThis', 'indices': [44, 56]}, {'text': 'COVID19', 'indices': [121, 129]}]","[{'screen_name': 'CDCDirector', 'name': 'Rochelle Walensky, MD, MPH', 'id': 426909329, 'id_str': '426909329', 'indices': [3, 15]}]","Ohio, USA"
Fri Jun 18 20:24:43 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","👇👇👇

""People are free to believe that #COVID19 is a hoax, and to argue that vaccines are a plot...but there is no constitutional right to put other people’s health at risk. As such, there are places where you should not work unless you are vaccinated.""

https://t.co/xiVWoCtRfP",0.125,0.325,en,215,47.0,marn_1966,291,410,,"[{'text': 'COVID19', 'indices': [55, 63]}]","[{'screen_name': 'NathanStall', 'name': 'Nathan Stall', 'id': 936078120, 'id_str': '936078120', 'indices': [3, 15]}]",central ontario
Fri Jun 18 20:24:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",-0.16041666666666668,0.27291666666666664,en,580,644.0,seonaidsnail,1389,5002,,[],"[{'screen_name': 'TelGlobalHealth', 'name': 'Telegraph Global Health Security', 'id': 1149218984346230784, 'id_str': '1149218984346230784', 'indices': [3, 19]}, {'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [102, 110]}]",La La Land Evidently
Fri Jun 18 20:24:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,-0.1625,0.2375,en,0,,NYCMayor,1519552,1365,,"[{'text': 'COVID19', 'indices': [19, 27]}]",[],"New York, NY"
Fri Jun 18 20:25:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.050841750841750855,0.39461279461279464,en,0,,wavegambia,251,168,,"[{'text': 'COVID19', 'indices': [14, 22]}, {'text': 'Africa', 'indices': [51, 58]}]",[],The Gambia 🇬🇲
Fri Jun 18 20:25:21 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Covid vaccines in healthy young people poses an ethical question as well as a benefit risk question. Is risk of myocarditis in your child worth it “for the greater good” to protect older people,at risks groups already vaccinated? I cannot accept that it’s a fair risk for children https://t.co/5hiCGdHGkz",0.125,0.325,en,57,19.0,Iobey10,946,1872,,[],"[{'screen_name': 'lizAOBB', 'name': 'DrLizOBrien', 'id': 1296454837052342274, 'id_str': '1296454837052342274', 'indices': [3, 11]}]",
Fri Jun 18 20:25:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.25625000000000003,0.48124999999999996,en,73,60.0,JillardFaber,334,485,,"[{'text': 'COVID19', 'indices': [120, 128]}]","[{'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [3, 11]}]",Drachten
Fri Jun 18 20:25:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","In a small convenience sample, #COVID19 mRNA vaccines were immunogenic in pregnant and lactating women and induced immune responses against #SARSCoV2 variants https://t.co/bVnaPQ2Vj9",-0.006249999999999999,0.35803571428571435,en,31,22.0,SallyFereday,6267,498,,"[{'text': 'COVID19', 'indices': [49, 57]}]","[{'screen_name': 'JAMA_current', 'name': 'JAMA', 'id': 38489678, 'id_str': '38489678', 'indices': [3, 16]}]",London
Fri Jun 18 20:25:46 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Former Pfizer VP and Virologist, Dr. Michael Yeadon, is one of the most credentialed medical professionals speaking out about the dangers of the #Covid19 vaccines, breaks down his “list of lies” that keeps him up at night. https://t.co/LSE8CrKdqn",0.14017857142857143,0.5526785714285715,en,1581,900.0,mhedge76,31,134,,[],"[{'screen_name': 'HighWireTalk', 'name': 'The HighWire', 'id': 851985789072408576, 'id_str': '851985789072408576', 'indices': [3, 16]}]",
Fri Jun 18 20:25:54 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The #GC provided an update on #COVID19 and #Indigenous communities. 687 First Nations, Inuit and territorial communities are rolling out vaccines, and more than 578,100 doses have been administered. https://t.co/HCHKo0vqQv #AllInThisTogether https://t.co/6L2wQj4eBk",0.10714285714285714,0.2642857142857143,en,4,4.0,johangreg,3707,1522,,"[{'text': 'GC', 'indices': [21, 24]}, {'text': 'COVID19', 'indices': [47, 55]}, {'text': 'Indigenous', 'indices': [60, 71]}]","[{'screen_name': 'Min_IndServ', 'name': 'Minister Marc Miller', 'id': 916349200652292096, 'id_str': '916349200652292096', 'indices': [3, 15]}]","Calgary, Alberta"
Fri Jun 18 20:26:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.10714285714285714,0.2642857142857143,en,0,,johnny_weed,397,1560,,"[{'text': 'politics', 'indices': [0, 9]}, {'text': 'religion', 'indices': [10, 19]}, {'text': 'covid19', 'indices': [20, 28]}, {'text': 'coronavirus', 'indices': [29, 41]}, {'text': 'vaccines', 'indices': [42, 51]}, {'text': 'radiation', 'indices': [52, 62]}, {'text': 'fukushima', 'indices': [63, 73]}]",[],New York
Fri Jun 18 20:26:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.10880952380952383,0.4004761904761905,en,0,,Kg_Nino,379,177,,[],[],Down South
Fri Jun 18 20:26:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Africa is in the midst of a full-blown third wave,"" @MoetiTshidi said. ""The sobering trajectory of surging cases should draw everyone to urgent action. 

“We've seen, in India and elsewhere, how quickly Covid-19 can rebound and overwhelm health systems""
https://t.co/CemRZeIDYr",0.050841750841750855,0.39461279461279464,en,281,255.0,jinxi_2,3969,4605,,[],"[{'screen_name': 'TelGlobalHealth', 'name': 'Telegraph Global Health Security', 'id': 1149218984346230784, 'id_str': '1149218984346230784', 'indices': [3, 19]}, {'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [74, 86]}]",Carolina Belle in Colorado
Fri Jun 18 20:26:32 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hi Jamaica,

FYI Cuba- the smallest Latin America country has made 5 #covid19 vaccines.
Two are in the final stages of their clinical trials and they’ve administered over 4,000,000 doses already.

WHO is going to give them approval before summer ends, give their embassy a call. https://t.co/6SlSmEnUap",0.1875,0.20833333333333331,en,1,1.0,RasBenjiMassop1,1732,1604,,"[{'text': 'covid19', 'indices': [86, 94]}]","[{'screen_name': 'aneikaangus', 'name': '#ClimateChange', 'id': 2278008742, 'id_str': '2278008742', 'indices': [3, 15]}]",
Fri Jun 18 20:26:40 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.050841750841750855,0.39461279461279464,en,1,2.0,Sifistaz,904,2212,,[],"[{'screen_name': 'Tswana_Guy3', 'name': 'CHAMPIONS OF EUROPE 🏆💙', 'id': 998947458, 'id_str': '998947458', 'indices': [3, 15]}]",South Africa
Fri Jun 18 20:26:48 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.2,0.25,en,580,645.0,Katappa29249880,0,0,,[],"[{'screen_name': 'TelGlobalHealth', 'name': 'Telegraph Global Health Security', 'id': 1149218984346230784, 'id_str': '1149218984346230784', 'indices': [3, 19]}, {'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [102, 110]}]",
Fri Jun 18 20:26:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I think it’s important that we don’t sell COVAX short. It still has a lot going for it and is innovative in its design. But it needs more vaccines to share.  We’re hoping our low cost @TexasChildrens recombinant protein COVID19 vaccine with @biological_e will help fill some gaps,0.35000000000000003,0.7444444444444445,en,73,22.0,Kasia_HP,8175,5490,,[],"[{'screen_name': 'PeterHotez', 'name': 'Prof Peter Hotez MD PhD', 'id': 593289567, 'id_str': '593289567', 'indices': [3, 14]}]","Las Vegas, NV"
Fri Jun 18 20:26:56 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Promising news from the @Gavi #COVAX AMC Summit as they have exceeded today’s fundraising target. This means more people in lower-income countries will have greater access to life-saving #COVID19 vaccines. The @gatesfoundation pledged an additional $50M as well,0.050841750841750855,0.39461279461279464,en,1096,140.0,MichaelJ341,159,435,,"[{'text': 'COVAX', 'indices': [43, 49]}]","[{'screen_name': 'MSuzman', 'name': 'Mark Suzman', 'id': 134871575, 'id_str': '134871575', 'indices': [3, 11]}, {'screen_name': 'gavi', 'name': 'Gavi, the Vaccine Alliance', 'id': 97219875, 'id_str': '97219875', 'indices': [37, 42]}]","Dallas, TX"
Fri Jun 18 20:27:11 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","👇👇👇

""People are free to believe that #COVID19 is a hoax, and to argue that vaccines are a plot...but there is no constitutional right to put other people’s health at risk. As such, there are places where you should not work unless you are vaccinated.""

https://t.co/xiVWoCtRfP",0.10714285714285714,0.2642857142857143,en,215,48.0,BrianMacDonald5,603,2689,,"[{'text': 'COVID19', 'indices': [55, 63]}]","[{'screen_name': 'NathanStall', 'name': 'Nathan Stall', 'id': 936078120, 'id_str': '936078120', 'indices': [3, 15]}]",Toronto Ontario
Fri Jun 18 20:27:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.09375,0.28125,en,40,36.0,vaccinateallorg,3,89,,"[{'text': 'COVID19', 'indices': [44, 52]}, {'text': 'CoronaVirusSA', 'indices': [80, 94]}]","[{'screen_name': 'HealthZA', 'name': 'Department of Health', 'id': 240605588, 'id_str': '240605588', 'indices': [3, 12]}]",
Fri Jun 18 20:27:19 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The @ACTAccelerator, an unprecedented global alliance to develop &amp; deliver the tests, treatments &amp; vaccines the 🌐 needs to fight #COVID19, marks its first anniversary today with a special report on its progress &amp; aims for 2021:
👉https://t.co/gLFBHUMxHa

https://t.co/dv4IS4m7eS",0.10714285714285714,0.2642857142857143,en,3966,747.0,MichaelJ341,159,435,,[],"[{'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [3, 7]}, {'screen_name': 'ACTAccelerator', 'name': 'ACT-Accelerator', 'id': 1316057665949310977, 'id_str': '1316057665949310977', 'indices': [13, 28]}]","Dallas, TX"
Fri Jun 18 20:28:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.1875,0.4375,en,0,,HesperusThinks,388,848,,[],[],
Fri Jun 18 20:28:16 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is happening now. We knew this was coming and have had months to scale up production. 

It's very difficult not to see lack of urgency in producing vaccines as profit over lives that could be saved. It's callous, cruel even, and will have profound inter-generational impact.",0.1,0.325,en,10,7.0,grumpeoldman,5544,247,,[],"[{'screen_name': 'SivaThambisetty', 'name': 'Dr Siva Thambisetty', 'id': 863082908, 'id_str': '863082908', 'indices': [3, 19]}]","Bombay, India"
Fri Jun 18 20:28:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",0.27777777777777773,0.3444444444444444,en,151,95.0,Cyngee01,67,317,,"[{'text': 'COVID19', 'indices': [26, 34]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}]",
